original:  best diet meal plans to lose weight wellbutrin weight loss forum us  unlike many dietu  for more click u
bupropion 2016-02-01~2016-03-01.txt_13212 case: 2
Power words: ['die', 'plan']
original:  best diet meal plans to lose weight wellbutrin weight loss forum us  unlike many dietu 
bupropion 2016-02-01~2016-03-01.txt_13212 case: 2
Power words: ['die', 'plan']
original:  best diet meal plans to lose weight wellbutrin weight loss forum us  unlike many dietu 
bupropion 2016-02-01~2016-03-01.txt_13216 case: 2
Power words: ['kill', 'without']
original:  without wellbutrin i'd have to kill somebody when helping girlie with her math ug
bupropion 2016-02-01~2016-03-01.txt_13216 case: 2
Power words: ['kill', 'without']
original:  without wellbutrin i'd have to kill somebody when helping girlie with her math ug
bupropion 2016-02-01~2016-03-01.txt_13300 case: 2
Power words: ['live', 'living']
original:  i'm alive today thanks to effexor  wellbutrin  zoloft better living through chemistry
bupropion 2016-02-01~2016-03-01.txt_13300 case: 2
Power words: ['live', 'living']
original:  i'm alive today thanks to effexor  wellbutrin  zoloft better living through chemistry
bupropion 2016-02-01~2016-03-01.txt_13438 case: 2
Power words: ['end', 'hang']
original:  on the wellbutrin one drink equals a horrendous hang over the next day it's just not worth it
bupropion 2016-02-01~2016-03-01.txt_13438 case: 2
Power words: ['end', 'hang']
original:  on the wellbutrin one drink equals a horrendous hang over the next day it's just not worth it
bupropion 2016-02-01~2016-03-01.txt_13540 case: 2
Power words: ['never', 'without']
original:  don't forget your wellbutrin you're crushing without it but distraction never goes away; liberation is ever out of reach
bupropion 2016-02-01~2016-03-01.txt_13540 case: 2
Power words: ['never', 'without']
original:  don't forget your wellbutrin you're crushing without it but distraction never goes away; liberation is ever out of reach
bupropion 2016-02-01~2016-03-01.txt_13558 case: 2
Power words: ['end', 'die']
original:  update bupropion hydrochloride extendedrelease  mg (wellbutrin) bioequivalence studies 
bupropion 2016-02-01~2016-03-01.txt_13558 case: 2
Power words: ['end', 'die']
original:  update bupropion hydrochloride extendedrelease  mg (wellbutrin) bioequivalence studies 
bupropion 2016-02-01~2016-03-01.txt_13560 case: 2
Power words: ['kill', 'fuck']
original:  depression kills my sex drivenon my good days wellbutrin makes me horny enough to fuck the crack of dawn na happy medium would be nice
bupropion 2016-02-01~2016-03-01.txt_13560 case: 2
Power words: ['kill', 'fuck']
original:  depression kills my sex drivenon my good days wellbutrin makes me horny enough to fuck the crack of dawn na happy medium would be nice
bupropion 2016-03-01~2016-04-01.txt_13757 case: 2
Power words: ['die', 'without']
original:  diet doc patients thought to lose more weight than contrave or belviq patients without 
bupropion 2016-03-01~2016-04-01.txt_13757 case: 2
Power words: ['die', 'without']
original:  diet doc patients thought to lose more weight than contrave or belviq patients without 
bupropion 2016-03-01~2016-04-01.txt_13806 case: 2
Power words: ['end', 'never']
original:  i've never heard of it contrave  i was so mad she was a coward to  me after spending a week with them
bupropion 2016-03-01~2016-04-01.txt_13806 case: 2
Power words: ['end', 'never']
original:  i've never heard of it contrave  i was so mad she was a coward to  me after spending a week with them
bupropion 2016-03-01~2016-04-01.txt_14407 case: 2
Power words: ['sleep', 'fuck']
original:  yeah i'm on wellbutrin and it fucks up my sleep but i haven't had it that long
bupropion 2016-03-01~2016-04-01.txt_14407 case: 2
Power words: ['sleep', 'fuck']
original:  yeah i'm on wellbutrin and it fucks up my sleep but i haven't had it that long
bupropion 2016-03-01~2016-04-01.txt_14417 case: 2
Power words: ['never', 'sleep']
original:  i was on wellbutrin and buspirone they worked but i also never got sleep and felt forced to be happy
bupropion 2016-03-01~2016-04-01.txt_14417 case: 2
Power words: ['never', 'sleep']
original:  i was on wellbutrin and buspirone they worked but i also never got sleep and felt forced to be happy
bupropion 2016-03-01~2016-04-01.txt_14475 case: 2
Power words: ['live', 'die']
original:  best diet meals delivery wellbutrin weight loss antidepressants side effects us  unlikeu  for more click u
bupropion 2016-03-01~2016-04-01.txt_14475 case: 2
Power words: ['live', 'die']
original:  best diet meals delivery wellbutrin weight loss antidepressants side effects us  unlikeu  for more click u
bupropion 2016-03-01~2016-04-01.txt_14476 case: 2
Power words: ['live', 'die']
original:  best diet meals delivery wellbutrin weight loss antidepressants side effects us  unlikeu 
bupropion 2016-03-01~2016-04-01.txt_14476 case: 2
Power words: ['live', 'die']
original:  best diet meals delivery wellbutrin weight loss antidepressants side effects us  unlikeu 
bupropion 2016-03-01~2016-04-01.txt_14497 case: 2
Power words: ['end', 'sleep']
original:  wellbutrin ends cigarette cravings and also cravings for food sex human interaction and sleep i don't think this is right for me
bupropion 2016-03-01~2016-04-01.txt_14497 case: 2
Power words: ['end', 'sleep']
original:  wellbutrin ends cigarette cravings and also cravings for food sex human interaction and sleep i don't think this is right for me
bupropion 2016-03-01~2016-04-01.txt_14518 case: 2
Power words: ['end', 'pact']
original:  wellbutrin doesn't usually impact your sex drive check it out ur friendly neighborhood antidepressant dealer
bupropion 2016-03-01~2016-04-01.txt_14518 case: 2
Power words: ['end', 'pact']
original:  wellbutrin doesn't usually impact your sex drive check it out ur friendly neighborhood antidepressant dealer
bupropion 2016-03-01~2016-04-01.txt_14567 case: 2
Power words: ['end', 'never']
original:  i'm p sure i'll never go to a sporting event ever again or at the very least take so much wellbutrin to render myself incapable of emotion
bupropion 2016-03-01~2016-04-01.txt_14567 case: 2
Power words: ['end', 'never']
original:  i'm p sure i'll never go to a sporting event ever again or at the very least take so much wellbutrin to render myself incapable of emotion
bupropion 2016-03-01~2016-04-01.txt_14590 case: 2
Power words: ['die', 'plan']
original:  weightlossfast wellbutrin and zoloft weight loss best diet plan for beginners usu  for more click u
bupropion 2016-03-01~2016-04-01.txt_14590 case: 2
Power words: ['die', 'plan']
original:  weightlossfast wellbutrin and zoloft weight loss best diet plan for beginners usu  for more click u
bupropion 2016-03-01~2016-04-01.txt_14591 case: 2
Power words: ['die', 'plan']
original:  weightlossfast wellbutrin and zoloft weight loss best diet plan for beginners usu 
bupropion 2016-03-01~2016-04-01.txt_14591 case: 2
Power words: ['die', 'plan']
original:  weightlossfast wellbutrin and zoloft weight loss best diet plan for beginners usu 
bupropion 2016-03-01~2016-04-01.txt_14599 case: 2
Power words: ['never', 'without']
original:  i did well with wellbutrin never tried anything else and tapered off without issue
bupropion 2016-03-01~2016-04-01.txt_14599 case: 2
Power words: ['never', 'without']
original:  i did well with wellbutrin never tried anything else and tapered off without issue
bupropion 2016-03-01~2016-04-01.txt_14665 case: 2
Power words: ['die', 'fuck']
original:  i'm hoping it will go away but yknow i might just die which is fine whatever fuck you wellbutrin
bupropion 2016-03-01~2016-04-01.txt_14665 case: 2
Power words: ['die', 'fuck']
original:  i'm hoping it will go away but yknow i might just die which is fine whatever fuck you wellbutrin
bupropion 2016-03-01~2016-04-01.txt_14681 case: 2
Power words: ['live', 'die']
original:  needdiet wellbutrin weight loss antidepressants side effects best diet meals deliveryu  for more click u
bupropion 2016-03-01~2016-04-01.txt_14681 case: 2
Power words: ['live', 'die']
original:  needdiet wellbutrin weight loss antidepressants side effects best diet meals deliveryu  for more click u
bupropion 2016-03-01~2016-04-01.txt_14682 case: 2
Power words: ['live', 'die']
original:  needdiet wellbutrin weight loss antidepressants side effects best diet meals deliveryu 
bupropion 2016-03-01~2016-04-01.txt_14682 case: 2
Power words: ['live', 'die']
original:  needdiet wellbutrin weight loss antidepressants side effects best diet meals deliveryu 
bupropion 2016-03-01~2016-04-01.txt_14741 case: 2
Power words: ['suicid', 'end']
original:  many of them do that my psych recommended i use depakote and wellbutrin to treat bipolar suicide ideation decreased since
bupropion 2016-03-01~2016-04-01.txt_14741 case: 2
Power words: ['suicid', 'end']
original:  many of them do that my psych recommended i use depakote and wellbutrin to treat bipolar suicide ideation decreased since
bupropion 2016-03-01~2016-04-01.txt_14749 case: 2
Power words: ['sleep', 'fuck']
original:  when you almost take your morning pills before bed because the wellbutrin is fucking blue amp; blue  sleep not i'll make you fucking jittery
bupropion 2016-03-01~2016-04-01.txt_14749 case: 2
Power words: ['sleep', 'fuck']
original:  when you almost take your morning pills before bed because the wellbutrin is fucking blue amp; blue  sleep not i'll make you fucking jittery
bupropion 2016-03-01~2016-04-01.txt_14832 case: 2
Power words: ['without', 'fuck']
original:  also i am fucking exhausted without the wellbutrin
bupropion 2016-03-01~2016-04-01.txt_14832 case: 2
Power words: ['without', 'fuck']
original:  also i am fucking exhausted without the wellbutrin
bupropion 2016-03-01~2016-04-01.txt_14921 case: 2
Power words: ['end', 'alone']
original:  smokenders is five or six times more successful than nicotine replacement therapies or zyban used alone
bupropion 2016-03-01~2016-04-01.txt_14921 case: 2
Power words: ['end', 'alone']
original:  smokenders is five or six times more successful than nicotine replacement therapies or zyban used alone
bupropion 2016-04-01~2016-05-01.txt_15152 case: 2
Power words: ['suicid', 'useless']
original:  but i guess i'm just totally addicted to my wellbutrin or something damn my not wanting to be a suicidal puddle of uselessness
bupropion 2016-04-01~2016-05-01.txt_15152 case: 2
Power words: ['suicid', 'useless']
original:  but i guess i'm just totally addicted to my wellbutrin or something damn my not wanting to be a suicidal puddle of uselessness
bupropion 2016-04-01~2016-05-01.txt_15472 case: 2
Power words: ['end', 'die']
original:  nutrition diet bupropion (marketed as wellbutrin) is the only antidepressant that tends to be linked to long  
bupropion 2016-04-01~2016-05-01.txt_15472 case: 2
Power words: ['end', 'die']
original:  nutrition diet bupropion (marketed as wellbutrin) is the only antidepressant that tends to be linked to long  
bupropion 2016-04-01~2016-05-01.txt_15496 case: 2
Power words: ['die', 'plan']
original:  needdiet wellbutrin weight loss forum best diet meal plans to lose weight  unlike theu  for more click u
bupropion 2016-04-01~2016-05-01.txt_15496 case: 2
Power words: ['die', 'plan']
original:  needdiet wellbutrin weight loss forum best diet meal plans to lose weight  unlike theu  for more click u
bupropion 2016-04-01~2016-05-01.txt_15497 case: 2
Power words: ['die', 'plan']
original:  needdiet wellbutrin weight loss forum best diet meal plans to lose weight  unlike theu 
bupropion 2016-04-01~2016-05-01.txt_15497 case: 2
Power words: ['die', 'plan']
original:  needdiet wellbutrin weight loss forum best diet meal plans to lose weight  unlike theu 
bupropion 2016-04-01~2016-05-01.txt_15579 case: 2
Power words: ['live', 'fuck']
original:  this wellbutrin is making me so fucking nauseas and uncomfortable and i have no appetite but i need food to live
bupropion 2016-04-01~2016-05-01.txt_15579 case: 2
Power words: ['live', 'fuck']
original:  this wellbutrin is making me so fucking nauseas and uncomfortable and i have no appetite but i need food to live
bupropion 2016-04-01~2016-05-01.txt_15912 case: 2
Power words: ['suicid', 'living']
original:  study no suicide risk for antismoking pills chantix zyban psychology mentalhealth healthyliving  
bupropion 2016-04-01~2016-05-01.txt_15912 case: 2
Power words: ['suicid', 'living']
original:  study no suicide risk for antismoking pills chantix zyban psychology mentalhealth healthyliving  
bupropion 2016-04-01~2016-05-01.txt_15931 case: 2
Power words: ['suicid', 'never']
original:  study no suicide risk for antismoking pills chantix zyban  i have never seen suicidality with these drugs
bupropion 2016-04-01~2016-05-01.txt_15931 case: 2
Power words: ['suicid', 'never']
original:  study no suicide risk for antismoking pills chantix zyban  i have never seen suicidality with these drugs
bupropion 2016-04-01~2016-05-01.txt_16083 case: 2
Power words: ['suicid', 'without']
original:  study no suicide risk for antismoking pills chantix zyban among participants without psychiatric problems 
bupropion 2016-04-01~2016-05-01.txt_16083 case: 2
Power words: ['suicid', 'without']
original:  study no suicide risk for antismoking pills chantix zyban among participants without psychiatric problems 
bupropion 2016-04-01~2016-05-01.txt_16084 case: 2
Power words: ['suicid', 'without']
original:  something new study no suicide risk for antismoking pills chantix zyban among participants without psychia 
bupropion 2016-04-01~2016-05-01.txt_16084 case: 2
Power words: ['suicid', 'without']
original:  something new study no suicide risk for antismoking pills chantix zyban among participants without psychia 
bupropion 2016-04-01~2016-05-01.txt_16316 case: 2
Power words: ['end', 'hang']
original:  champix istedim ama zyban verdiler sende durumlar nasu0l? hangisini kullanu0yorsun? kau00eu0ncu0 gu00fcndesin ou0fuz?
bupropion 2016-04-01~2016-05-01.txt_16316 case: 2
Power words: ['end', 'hang']
original:  champix istedim ama zyban verdiler sende durumlar nasu0l? hangisini kullanu0yorsun? kau00eu0ncu0 gu00fcndesin ou0fuz?
bupropion 2016-05-01~2016-06-01.txt_16609 case: 2
Power words: ['live', 'without']
original:  oh wellbutrin how i apparently can't live without thee  via 
bupropion 2016-05-01~2016-06-01.txt_16609 case: 2
Power words: ['live', 'without']
original:  oh wellbutrin how i apparently can't live without thee  via 
bupropion 2016-05-01~2016-06-01.txt_16725 case: 2
Power words: ['sleep', 'fuck']
original:  i think my fucked up sleep schedule and detoxing off wellbutrin is whats doing it
bupropion 2016-05-01~2016-06-01.txt_16725 case: 2
Power words: ['sleep', 'fuck']
original:  i think my fucked up sleep schedule and detoxing off wellbutrin is whats doing it
bupropion 2016-05-01~2016-06-01.txt_16761 case: 2
Power words: ['die', 'plan']
original:  weightlossfast wellbutrin weight loss reviews best diet meal plans free us  unlikeu  for more click u
bupropion 2016-05-01~2016-06-01.txt_16761 case: 2
Power words: ['die', 'plan']
original:  weightlossfast wellbutrin weight loss reviews best diet meal plans free us  unlikeu  for more click u
bupropion 2016-05-01~2016-06-01.txt_16762 case: 2
Power words: ['die', 'plan']
original:  weightlossfast wellbutrin weight loss reviews best diet meal plans free us  unlikeu 
bupropion 2016-05-01~2016-06-01.txt_16762 case: 2
Power words: ['die', 'plan']
original:  weightlossfast wellbutrin weight loss reviews best diet meal plans free us  unlikeu 
bupropion 2016-05-01~2016-06-01.txt_16820 case: 2
Power words: ['live', 'die']
original:  live fast die young sad girls do it wellbutrin
bupropion 2016-05-01~2016-06-01.txt_16820 case: 2
Power words: ['live', 'die']
original:  live fast die young sad girls do it wellbutrin
bupropion 2016-05-01~2016-06-01.txt_16832 case: 2
Power words: ['sleep', 'die']
original:  how stimulating is wellbutrin? if i take the first dose of my new diet prescription containing it will i be able to sleep tonight?
bupropion 2016-05-01~2016-06-01.txt_16832 case: 2
Power words: ['sleep', 'die']
original:  how stimulating is wellbutrin? if i take the first dose of my new diet prescription containing it will i be able to sleep tonight?
bupropion 2016-05-01~2016-06-01.txt_16849 case: 2
Power words: ['die', 'plan']
original:  best diet plan for beginners wellbutrin and zoloft weight loss us  unlike the majority ofu  for more click u
bupropion 2016-05-01~2016-06-01.txt_16849 case: 2
Power words: ['die', 'plan']
original:  best diet plan for beginners wellbutrin and zoloft weight loss us  unlike the majority ofu  for more click u
bupropion 2016-05-01~2016-06-01.txt_16850 case: 2
Power words: ['die', 'plan']
original:  best diet plan for beginners wellbutrin and zoloft weight loss us  unlike the majority ofu 
bupropion 2016-05-01~2016-06-01.txt_16850 case: 2
Power words: ['die', 'plan']
original:  best diet plan for beginners wellbutrin and zoloft weight loss us  unlike the majority ofu 
bupropion 2016-05-01~2016-06-01.txt_16878 case: 2
Power words: ['sleep', 'fuck']
original:   mgs of wellbutrin what the fuck is sleepa sleep routine anymore?
bupropion 2016-05-01~2016-06-01.txt_16878 case: 2
Power words: ['sleep', 'fuck']
original:   mgs of wellbutrin what the fuck is sleepa sleep routine anymore?
bupropion 2016-05-01~2016-06-01.txt_16914 case: 2
Power words: ['plan', 'hang']
original:  cn medsnni'm also planning on changing my antidepressants thought abt wellbutrin but then i'm like
bupropion 2016-05-01~2016-06-01.txt_16914 case: 2
Power words: ['plan', 'hang']
original:  cn medsnni'm also planning on changing my antidepressants thought abt wellbutrin but then i'm like
bupropion 2016-05-01~2016-06-01.txt_16920 case: 2
Power words: ['kill', 'pact']
original:  agree with dr reynolds's answer to i just started taking  mg wellbutrin will it impact my motor skills and driv  
bupropion 2016-05-01~2016-06-01.txt_16920 case: 2
Power words: ['kill', 'pact']
original:  agree with dr reynolds's answer to i just started taking  mg wellbutrin will it impact my motor skills and driv  
bupropion 2016-05-01~2016-06-01.txt_16938 case: 2
Power words: ['never', 'without']
original:  don't forget your wellbutrin you're blushing without it but boredom never goes away; serenity is ever out of reach
bupropion 2016-05-01~2016-06-01.txt_16938 case: 2
Power words: ['never', 'without']
original:  don't forget your wellbutrin you're blushing without it but boredom never goes away; serenity is ever out of reach
bupropion 2016-05-01~2016-06-01.txt_16981 case: 2
Power words: ['die', 'plan']
original:  best diet meal plans free wellbutrin weight loss reviews us  unlike most diet books gymu  for more click u
bupropion 2016-05-01~2016-06-01.txt_16981 case: 2
Power words: ['die', 'plan']
original:  best diet meal plans free wellbutrin weight loss reviews us  unlike most diet books gymu  for more click u
bupropion 2016-05-01~2016-06-01.txt_16982 case: 2
Power words: ['die', 'plan']
original:  best diet meal plans free wellbutrin weight loss reviews us  unlike most diet books gymu 
bupropion 2016-05-01~2016-06-01.txt_16982 case: 2
Power words: ['die', 'plan']
original:  best diet meal plans free wellbutrin weight loss reviews us  unlike most diet books gymu 
bupropion 2016-05-01~2016-06-01.txt_16999 case: 2
Power words: ['end', 'dead']
original:  deadponies blog   words wenddead prozac wellbutrin psychiatrist amazon wishlist lottery
bupropion 2016-05-01~2016-06-01.txt_16999 case: 2
Power words: ['end', 'dead']
original:  deadponies blog   words wenddead prozac wellbutrin psychiatrist amazon wishlist lottery
bupropion 2016-05-01~2016-06-01.txt_17028 case: 2
Power words: ['kill', 'without']
original:  every time my kids make it from pm without me killing them credit must be paid to the pharmaceutical wonder that is wellbutrin
bupropion 2016-05-01~2016-06-01.txt_17028 case: 2
Power words: ['kill', 'without']
original:  every time my kids make it from pm without me killing them credit must be paid to the pharmaceutical wonder that is wellbutrin
bupropion 2016-06-01~2016-07-01.txt_17233 case: 2
Power words: ['sleep', 'die']
original:  contrave and sleepiness  well  since there is no fantastic diet pill  i am still using contrave at the st 
bupropion 2016-06-01~2016-07-01.txt_17233 case: 2
Power words: ['sleep', 'die']
original:  contrave and sleepiness  well  since there is no fantastic diet pill  i am still using contrave at the st 
bupropion 2016-06-01~2016-07-01.txt_17266 case: 2
Power words: ['end', 'die']
original:  nothing like surgery not for everyone can certainly be a big help saxenda contrave qsymia belviq xenical diet weightloss obesity
bupropion 2016-06-01~2016-07-01.txt_17266 case: 2
Power words: ['end', 'die']
original:  nothing like surgery not for everyone can certainly be a big help saxenda contrave qsymia belviq xenical diet weightloss obesity
bupropion 2016-06-01~2016-07-01.txt_17408 case: 2
Power words: ['die', 'plan']
original:  needdiet wellbutrin and zoloft weight loss best diet plan for beginners  quick weightu  for more click u
bupropion 2016-06-01~2016-07-01.txt_17408 case: 2
Power words: ['die', 'plan']
original:  needdiet wellbutrin and zoloft weight loss best diet plan for beginners  quick weightu  for more click u
bupropion 2016-06-01~2016-07-01.txt_17409 case: 2
Power words: ['die', 'plan']
original:  needdiet wellbutrin and zoloft weight loss best diet plan for beginners  quick weightu 
bupropion 2016-06-01~2016-07-01.txt_17409 case: 2
Power words: ['die', 'plan']
original:  needdiet wellbutrin and zoloft weight loss best diet plan for beginners  quick weightu 
bupropion 2016-06-01~2016-07-01.txt_17410 case: 2
Power words: ['die', 'plan']
original:  needdiet wellbutrin weight loss reviews best diet meal plans free  the fastest way tou  for more click u
bupropion 2016-06-01~2016-07-01.txt_17410 case: 2
Power words: ['die', 'plan']
original:  needdiet wellbutrin weight loss reviews best diet meal plans free  the fastest way tou  for more click u
bupropion 2016-06-01~2016-07-01.txt_17411 case: 2
Power words: ['die', 'plan']
original:  needdiet wellbutrin weight loss reviews best diet meal plans free  the fastest way tou 
bupropion 2016-06-01~2016-07-01.txt_17411 case: 2
Power words: ['die', 'plan']
original:  needdiet wellbutrin weight loss reviews best diet meal plans free  the fastest way tou 
bupropion 2016-06-01~2016-07-01.txt_17477 case: 2
Power words: ['die', 'plan']
original:  weightlossfast wellbutrin weight loss forum best diet meal plans to lose weight usu  for more click u
bupropion 2016-06-01~2016-07-01.txt_17477 case: 2
Power words: ['die', 'plan']
original:  weightlossfast wellbutrin weight loss forum best diet meal plans to lose weight usu  for more click u
bupropion 2016-06-01~2016-07-01.txt_17479 case: 2
Power words: ['die', 'plan']
original:  weightlossfast wellbutrin weight loss forum best diet meal plans to lose weight usu 
bupropion 2016-06-01~2016-07-01.txt_17479 case: 2
Power words: ['die', 'plan']
original:  weightlossfast wellbutrin weight loss forum best diet meal plans to lose weight usu 
bupropion 2016-06-01~2016-07-01.txt_17590 case: 2
Power words: ['end', 'live']
original:  me i feel disappointed in myself and guilty for being alivendr lets bump that wellbutrin up to max dose after only two months
bupropion 2016-06-01~2016-07-01.txt_17590 case: 2
Power words: ['end', 'live']
original:  me i feel disappointed in myself and guilty for being alivendr lets bump that wellbutrin up to max dose after only two months
bupropion 2016-06-01~2016-07-01.txt_17668 case: 2
Power words: ['sleep', 'without']
original:  yeah we're upping the wellbutrin dose and she thinks i won't sleep without cutting caffeine
bupropion 2016-06-01~2016-07-01.txt_17668 case: 2
Power words: ['sleep', 'without']
original:  yeah we're upping the wellbutrin dose and she thinks i won't sleep without cutting caffeine
bupropion 2016-06-01~2016-07-01.txt_17705 case: 2
Power words: ['die', 'plan']
original:  weightlossfast wellbutrin weight loss side effects best diet meal plans for women usu  for more click u
bupropion 2016-06-01~2016-07-01.txt_17705 case: 2
Power words: ['die', 'plan']
original:  weightlossfast wellbutrin weight loss side effects best diet meal plans for women usu  for more click u
bupropion 2016-06-01~2016-07-01.txt_17706 case: 2
Power words: ['die', 'plan']
original:  weightlossfast wellbutrin weight loss side effects best diet meal plans for women usu 
bupropion 2016-06-01~2016-07-01.txt_17706 case: 2
Power words: ['die', 'plan']
original:  weightlossfast wellbutrin weight loss side effects best diet meal plans for women usu 
bupropion 2016-06-01~2016-07-01.txt_17756 case: 2
Power words: ['die', 'fuck']
original:  fuck ni'm a moron  i just realized i missed my fucking morning wellbutrin dose nguys am i gunna die ?
bupropion 2016-06-01~2016-07-01.txt_17756 case: 2
Power words: ['die', 'fuck']
original:  fuck ni'm a moron  i just realized i missed my fucking morning wellbutrin dose nguys am i gunna die ?
bupropion 2016-06-01~2016-07-01.txt_17816 case: 2
Power words: ['die', 'fuck']
original:  wellbutrin makes me want to fucking die jesus christ
bupropion 2016-06-01~2016-07-01.txt_17816 case: 2
Power words: ['die', 'fuck']
original:  wellbutrin makes me want to fucking die jesus christ
bupropion 2016-06-01~2016-07-01.txt_17823 case: 2
Power words: ['die', 'plan']
original:  needdiet wellbutrin weight loss side effects best diet meal plans for women  unlikeu  for more click u
bupropion 2016-06-01~2016-07-01.txt_17823 case: 2
Power words: ['die', 'plan']
original:  needdiet wellbutrin weight loss side effects best diet meal plans for women  unlikeu  for more click u
bupropion 2016-06-01~2016-07-01.txt_17824 case: 2
Power words: ['die', 'plan']
original:  needdiet wellbutrin weight loss side effects best diet meal plans for women  unlikeu 
bupropion 2016-06-01~2016-07-01.txt_17824 case: 2
Power words: ['die', 'plan']
original:  needdiet wellbutrin weight loss side effects best diet meal plans for women  unlikeu 
bupropion 2016-07-01~2016-08-01.txt_17962 case: 2
Power words: ['end', 'plan']
original:  arna mailhandlers benefit plan effective  belviq  contrave and saxenda   n 
bupropion 2016-07-01~2016-08-01.txt_17962 case: 2
Power words: ['end', 'plan']
original:  arna mailhandlers benefit plan effective  belviq  contrave and saxenda   n 
bupropion 2016-07-01~2016-08-01.txt_18032 case: 2
Power words: ['never', 'without']
original:  don't forget your wellbutrin you're bigoted without it but imposter syndrome never goes away; happiness is ever out of reach
bupropion 2016-07-01~2016-08-01.txt_18032 case: 2
Power words: ['never', 'without']
original:  don't forget your wellbutrin you're bigoted without it but imposter syndrome never goes away; happiness is ever out of reach
bupropion 2016-07-01~2016-08-01.txt_18065 case: 2
Power words: ['never', 'without']
original:  don't forget your wellbutrin you're coldhearted without it but confusion never goes away; ecstasy is ever out of reach
bupropion 2016-07-01~2016-08-01.txt_18065 case: 2
Power words: ['never', 'without']
original:  don't forget your wellbutrin you're coldhearted without it but confusion never goes away; ecstasy is ever out of reach
bupropion 2016-07-01~2016-08-01.txt_18159 case: 2
Power words: ['die', 'plan']
original:  weightlossfast wellbutrin and zoloft together weight loss best diet plan for fattyu  for more click u
bupropion 2016-07-01~2016-08-01.txt_18159 case: 2
Power words: ['die', 'plan']
original:  weightlossfast wellbutrin and zoloft together weight loss best diet plan for fattyu  for more click u
bupropion 2016-07-01~2016-08-01.txt_18160 case: 2
Power words: ['die', 'plan']
original:  weightlossfast wellbutrin and zoloft together weight loss best diet plan for fattyu 
bupropion 2016-07-01~2016-08-01.txt_18160 case: 2
Power words: ['die', 'plan']
original:  weightlossfast wellbutrin and zoloft together weight loss best diet plan for fattyu 
bupropion 2016-07-01~2016-08-01.txt_18240 case: 2
Power words: ['suicid', 'fuck']
