new_num_id,concept_id,brand_name,ingredient_num,ingredient,ingredient_1,atc code,atc_level
41917,40005666,Aceta,1,acetaminophen,paracetamol,N02BE01,5th level
40993,40004092,Aceta-Gesic,1,acetaminophen,paracetamol,N02BE01,5th level
40994,40004092,Aceta-Gesic,2,phenyltoloxamine,,R06XX00,2nd level
28099,35606335,Acetadote,1,acetylcysteine,,R05CB01,5th level
271825,44818015,Acetadrink,1,acetaminophen,paracetamol,N02BE01,5th level
240851,40240385,Acetadryl,2,diphenhydramine,,D04AA32,5th level
240850,40240385,Acetadryl,1,acetaminophen,paracetamol,N02BE01,5th level
132532,40085180,Acetocot,1,triamcinolone,,A01AC01,5th level
135430,40087793,Achromycin V,1,tetracycline,,A01AB13,5th level
46538,40007831,Acid Gone,2,magnesium carbonate,,A02AA01,5th level
46537,40007831,Acid Gone,1,aluminum hydroxide,,A02AB01,5th level
253,792377,Aciphex,1,rabeprazole,,A02BC04,5th level
67747,40027991,Acitak 200,1,cimetidine,,A02BA01,5th level
67768,40027992,Acitak 400,1,cimetidine,,A02BA01,5th level
67789,40027993,Acitak 800,1,cimetidine,,A02BA01,5th level
44311,40006259,Aclacin,1,aclarubicin,,L01DB04,5th level
72871,40032110,Acoflam,1,diclofenac,,D11AX18,5th level
73165,40032130,Acoflam Retard,1,diclofenac,,D11AX18,5th level
44395,40006305,Actacin,1,pseudoephedrine,,R01BA02,5th level
44396,40006305,Actacin,2,triprolidine,,R06AX07,5th level
187720,40147237,Actagen,1,pseudoephedrine,,R01BA02,5th level
187721,40147237,Actagen,2,triprolidine,,R06AX07,5th level
43114,40005750,Actamin,1,acetaminophen,paracetamol,N02BE01,5th level
187741,40147239,Actamine,1,pseudoephedrine,,R01BA02,5th level
187742,40147239,Actamine,2,triprolidine,,R06AX07,5th level
44416,40006314,Actedril,1,pseudoephedrine,,R01BA02,5th level
44417,40006314,Actedril,2,triprolidine,,R06AX07,5th level
5608,1355865,Actemra,1,tocilizumab,,L04AC07,5th level
224785,40228904,Acthar,1,corticotropin,,H01AA01,5th level
142780,40094761,Actibine,1,yohimbine,,G04BE04,5th level
245701,42628915,Acticlate,1,doxycycline,,A01AB22,5th level
157186,40119981,Acticon,1,pseudoephedrine,,R01BA02,5th level
157187,40119981,Acticon,2,triprolidine,,R06AX07,5th level
136354,40088394,Actidil,1,triprolidine,,R06AX07,5th level
252316,42707032,Actidose,1,activated charcoal,medicinal charcoal,A07BA01,5th level
44437,40006327,Actifed,1,pseudoephedrine,,R01BA02,5th level
44438,40006327,Actifed,2,triprolidine,,R06AX07,5th level
72577,40031877,Actifed Allergy Day/Night,1,diphenhydramine,,D04AA32,5th level
72578,40031877,Actifed Allergy Day/Night,2,pseudoephedrine,,R01BA02,5th level
185894,40146291,Actifed with Codeine,2,pseudoephedrine,,R01BA02,5th level
185893,40146291,Actifed with Codeine,1,codeine,,R05DA04,5th level
185895,40146291,Actifed with Codeine,3,triprolidine,,R06AX07,5th level
169450,40133771,Actigall,1,ursodeoxycholate,ursodeoxycholic acid,A05AA02,5th level
25495,35605111,Actimmune,1,interferon gamma-1b,interferon gamma　,L03AB03,5th level
80515,40038379,Actiq,1,fentanyl,,N01AH01,5th level
216994,40220962,Activase,1,alteplase,,B01AD02,5th level
233521,40234851,Active Q,1,ubiquinol,coenzyme q10,C01EB09　,5th level
183268,40144778,Actonel,1,risedronate,risedronate sodium,M05BA07,5th level
181462,40143322,Actoplus Met,1,metformin,,A10BA02,5th level
181463,40143322,Actoplus Met,2,pioglitazone,,A10BG03,5th level
147022,40099898,Actos,1,pioglitazone,,A10BG03,5th level
91099,40048789,Actron,1,ketoprofen,,M01AE03,5th level
150361,40103371,Acuflex,1,acetaminophen,paracetamol,N02BE01,5th level
150362,40103371,Acuflex,2,phenyltoloxamine,,R06XX00,2nd level
117223,40071519,Acupan,1,nefopam,,N02BG06,5th level
49456,40009898,Acuprin 81,1,aspirin,acetylsalicylic acid,B01AC06,5th level
121318,40074853,Acutrim 16 Hour,1,phenylpropanolamine,,R01BA01,5th level
121339,40074854,Acutrim II,1,phenylpropanolamine,,R01BA01,5th level
121360,40074855,Acutrim Late Day,1,phenylpropanolamine,,R01BA01,5th level
41707,40005034,Acys-5,1,acetylcysteine,,R05CB01,5th level
24739,35604700,Adagen,1,pegademase bovine,pegaspargase,L03AX04,5th level
33496,37497687,Adakveo,1,crizanlizumab,,B06AX01,5th level
114913,40069148,Adalat,1,nifedipine,,C08CA05,5th level
114031,40068426,Adalat AR,1,nifedipine,,C08CA05,5th level
114682,40068774,Adalat LA,1,nifedipine,,C08CA05,5th level
114052,40068427,Adalat Retard 10,1,nifedipine,,C08CA05,5th level
114073,40068428,Adalat Retard 20,1,nifedipine,,C08CA05,5th level
114934,40069149,Adalate,1,nifedipine,,C08CA05,5th level
114094,40068429,Adalate LP,1,nifedipine,,C08CA05,5th level
73459,40032300,Adapin,1,doxepin,,D04AX01,5th level
57772,40018866,Adbeon,1,betamethasone,,A07EA04,5th level
281338,46275608,Adcetris,1,brentuximab vedotin,,L01XC12,5th level
203932,40160920,Adcirca,1,tadalafil,,G04BE08,5th level
133141,40085514,Adcortyl,1,triamcinolone,,A01AC01,5th level
212164,40173044,Addaprin,1,ibuprofen,,C01EB16,5th level
151012,40105363,Adderall,1,amphetamine,amfetamine,N06BA01,5th level
151013,40105363,Adderall,2,dextroamphetamine,dexamfetamine　,N06BA02,5th level
284215,46287554,Addyi,1,flibanserin,,G02CX02,5th level
266554,44506455,Adempas,1,riociguat,,C02KX05,5th level
279574,46234161,Adenoscan,1,adenosine,,C01EB10,5th level
9934,1366646,Adhansia,1,methylphenidate,,N06BA04,5th level
68860,40028639,Adifax,1,dexfenfluramine,,A08AA04,5th level
126337,40078566,Adipex-P,1,phentermine,,A08AA01,5th level
114115,40068430,Adipine MR 10,1,nifedipine,,C08CA05,5th level
114136,40068431,Adipine MR 20,1,nifedipine,,C08CA05,5th level
146077,40098914,Adipost,1,phendimetrazine,,A08XX00,2nd level
216826,40220855,Adlyxin,1,lixisenatide,,A10BJ03,5th level
1681,793221,Admelog,1,insulin lispro,,A10AX00,3rd level
74005,40032940,Adoxa,1,doxycycline,,A01AB22,5th level
43135,40005751,Adprin B,1,acetaminophen,paracetamol,N02BE01,5th level
282766,46276150,Adrenaclick,1,epinephrine,,A01AD01,5th level
270481,44814535,Adrenalin,1,epinephrine,,A01AD01,5th level
29023,36249240,Adriamycin,1,doxorubicin,,L01DB01,5th level
84463,40042275,Adrucil,1,fluorouracil,,L01BC02,5th level
21652,35603185,Advate,1,factor viii,coagulation factor viii　,B02BD02,5th level
191752,40149393,Advicor,1,lovastatin,,C10AA02,5th level
191753,40149393,Advicor,2,niacin,nicotinic acid,C10AD02,5th level
98449,40054151,Advil,1,ibuprofen,,C01EB16,5th level
27070,35605736,Adynovate,1,factor viii,coagulation factor viii　,B02BD02,5th level
25390,35605031,Adzenys,1,amphetamine,amfetamine,N06BA01,5th level
5650,1355902,Aemcolo,1,rifamycin sv,rifamycin　,A07AA13,5th level
152041,40108084,Aerohist,1,chlorpheniramine,chlorphenamine,R06AB04,5th level
152042,40108084,Aerohist,2,methscopolamine,methylscopolamine,S01FA03,5th level
137824,40089850,Aerolate,1,theophylline,,R03DA04,5th level
137782,40089847,Aerolate III,1,theophylline,,R03DA04,5th level
137803,40089848,Aerolate JR,1,theophylline,,R03DA04,5th level
119155,40073374,Aerosporin,1,polymyxin b,,A07AA05,5th level
156283,40118536,Afeditab CR,1,nifedipine,,C08CA05,5th level
15646,1594113,Afinitor,1,everolimus,everolimus,L01XE10,5th level
109327,40064711,Aflaxen,1,naproxen,,G02CC02,5th level
44815,40006649,Afrinol,1,pseudoephedrine,,R01BA02,5th level
29863,36249830,Afstyla,1,factor viii,coagulation factor viii　,B02BD02,5th level
11089,1510713,AfterPlan,1,levonorgestrel,,G03AC03,5th level
277264,45892732,Aftera,1,levonorgestrel,,G03AC03,5th level
272875,45774742,Afterpill,1,levonorgestrel,,G03AC03,5th level
47377,40008593,Agenerase,1,amprenavir,,J05AE05,5th level
24004,35604303,Aggrastat,1,tirofiban,,B01AC17,5th level
17893,1718408,Aggrenox,1,aspirin,acetylsalicylic acid,B01AC06,5th level
17894,1718408,Aggrenox,2,dipyridamole,,B01AC07,5th level
155401,40116481,Agistam,1,loratadine,,R06AX13,5th level
44837,40006673,Agoral,2,phenolphthalein,,A06AB04,5th level
44836,40006673,Agoral,1,mineral oil,,A12XX00,2nd level
175057,40138323,Agoral Plain,1,mineral oil,,A12XX00,2nd level
235747,40236516,Agri-Cillin,1,penicillin g,,J01CE00,4th level
272644,45774570,Agri-Mectin,1,ivermectin,,D11AX22,5th level
232786,40234573,Agrimectin,1,ivermectin,,D11AX22,5th level
18649,1719056,Agrimycin,1,oxytetracycline,,D06AA03,5th level
162079,40127946,Agrylin,1,anagrelide,,L01XX35,5th level
259939,43013037,Ahist Antihistamine,1,chlorcyclizine,,R06AE04,5th level
10753,1510479,Aimovig,1,erenumab,,N02CD01,5th level
211704,40171740,Airacof,3,phenylephrine,,C01CA06,5th level
211703,40171740,Airacof,2,diphenhydramine,,D04AA32,5th level
211702,40171740,Airacof,1,codeine,,R05DA04,5th level
248977,42705620,Airmit,1,dimenhydrinate,,R06AA52,5th level
36226,37499422,Ajovy,1,fremanezumab,,N02CD03,5th level
59431,40020209,Akineton,1,biperiden,,N04AA02,5th level
110503,40065417,Aknemin,1,minocycline,,A01AB23,5th level
30283,36249952,Akovaz,1,ephedrine,,C01CA26,5th level
10481,1510292,Akynzeo,2,palonosetron,"palonosetron, combinations",A04AA55,5th level
190661,40148520,Ala-Hist AC,2,phenylephrine,,C01CA06,5th level
190660,40148520,Ala-Hist AC,1,codeine,,R05DA04,5th level
191186,40148811,Ala-Hist DHC,2,phenylephrine,,C01CA06,5th level
191185,40148811,Ala-Hist DHC,1,dihydrocodeine,,N02AA08,5th level
227389,40230613,Ala-Hist IR,1,dexbrompheniramine,,R06AB06,5th level
135451,40087795,Ala-Tet,1,tetracycline,,A01AB13,5th level
39271,40002862,Alagesic,1,acetaminophen,paracetamol,N02BE01,5th level
39272,40002862,Alagesic,2,butalbital,combinations of barbiturates,N05CB01,5th level
39273,40002862,Alagesic,3,caffeine,,N06BC01,5th level
36164,37499350,Alahist D,2,phenylephrine,,C01CA06,5th level
36163,37499350,Alahist D,1,pheniramine,,D04AA16,5th level
46265,40007796,Alamag,2,magnesium hydroxide,,A02AA04,5th level
46264,40007796,Alamag,1,aluminum hydroxide,,A02AB01,5th level
45740,40007740,Alamag Plus,2,magnesium hydroxide,,A02AA04,5th level
45739,40007740,Alamag Plus,1,aluminum hydroxide,,A02AB01,5th level
45741,40007740,Alamag Plus,3,simethicone,simeticone,A03AX1,5th level
37738,40000820,Alavert,1,loratadine,,R06AX13,5th level
164558,40129977,Alavert D,2,pseudoephedrine,,R01BA02,5th level
164557,40129977,Alavert D,1,loratadine,,R06AX13,5th level
159055,40123840,Albafort,1,ferric ammonium citrate,,V08CA07,5th level
154162,40113577,Albatussin EX,1,guaifenesin,,R05CA03,5th level
44857,40006745,Albenza,1,albendazole,,P02CA03,5th level
210967,40170269,Albon,1,sulfadimethoxine,,J01ED01,5th level
26986,35605714,Albuked,1,albumin human,albumin,B05AA01,5th level
27406,35605927,Albuminar,1,albumin human,albumin,B05AA01,5th level
19153,35200249,Albuminex,1,albumin human,albumin,B05AA01,5th level
27427,35605938,Alburx,1,albumin human,albumin,B05AA01,5th level
27049,35605729,Albutein,1,albumin human,albumin,B05AA01,5th level
87781,40044852,Aldactazide,1,hydrochlorothiazide,,C03AA03,5th level
87782,40044852,Aldactazide,2,spironolactone,,C03DA01,5th level
132301,40084974,Aldactone,1,spironolactone,,C03DA01,5th level
176989,40139710,Aldex AN,1,doxylamine,,R06AA09,5th level
172432,40136159,Aldex D,1,phenylephrine,,C01CA06,5th level
172433,40136159,Aldex D,2,pyrilamine,mepyramine,R06AC01,5th level
59642,40020436,Aldoclor,2,methyldopa,,C02AB01,5th level
59641,40020436,Aldoclor,1,chlorothiazide,,C03AA04,5th level
111595,40066141,Aldomet,1,methyldopa,,C02AB01,5th level
174407,40137849,Aldoril,2,methyldopa,,C02AB01,5th level
174406,40137849,Aldoril,1,hydrochlorothiazide,,C03AA03,5th level
175184,40138422,Aldroxicon,2,magnesium hydroxide,,A02AA04,5th level
175183,40138422,Aldroxicon,1,aluminum hydroxide,,A02AB01,5th level
175185,40138422,Aldroxicon,3,simethicone,simeticone,A03AX1,5th level
18250,1718683,Aldurazyme,1,laronidase,,A16AB05,5th level
24634,35604663,Alecensa,1,alectinib,,L01XE36,5th level
46559,40007832,Alenic Alka,2,magnesium carbonate,,A02AA01,5th level
46558,40007832,Alenic Alka,1,aluminum hydroxide,,A02AB01,5th level
74866,40033650,Aler-Dryl,1,diphenhydramine,,D04AA32,5th level
81629,40039763,Alesse,2,levonorgestrel,,G03AC03,5th level
81628,40039763,Alesse,1,ethinyl estradiol,ethinylestradiol,G03CA01,5th level
109516,40064728,Aleve,1,naproxen,,G02CC02,5th level
276445,45776991,Aleve PM,1,diphenhydramine,,D04AA32,5th level
276446,45776991,Aleve PM,2,naproxen,,G02CC02,5th level
70330,40029283,Alexan,1,cytarabine,,L01BC01,5th level
12181,1560001,Alfaxan,1,alfaxalone,,N01AX05,5th level
27847,35606195,Alfenta,1,alfentanil,,N01AH02,5th level
162121,40128048,Alferon N,1,interferon alfa-n3,,L03AX00,3rd level
240514,40240065,Algal-900,1,docosahexaenoate,,C10AX06,5th level
45278,40007176,Algitec,2,cimetidine,,A02BA01,5th level
45277,40007176,Algitec,1,alginic acid,,A02BX13,5th level
150382,40103372,Ali Flex,1,acetaminophen,paracetamol,N02BE01,5th level
150383,40103372,Ali Flex,2,phenyltoloxamine,,R06XX00,2nd level
40638,40004052,Alidrin,3,isometheptene,,A03AX10,5th level
40636,40004052,Alidrin,1,acetaminophen,paracetamol,N02BE01,5th level
40637,40004052,Alidrin,2,dichloralphenazone,,N05CC04,5th level
199585,40155721,Align,1,bifidobacterium,,A07FA01,5th level
69973,40029061,Alimix,1,cisapride,,A03FA02,5th level
24907,35604784,Alimta,1,pemetrexed,,L01BA04,5th level
102985,40058657,Alinia,1,nitazoxanide,,P01AX11,5th level
400,792506,Aliqopa,1,copanlisib,,L01XX61,5th level
12980,1592502,Alka-Seltzer,2,citric acid,,A09AB04,5th level
12979,1592502,Alka-Seltzer,1,aspirin,acetylsalicylic acid,B01AC06,5th level
12981,1592502,Alka-Seltzer,3,sodium bicarbonate,sodium bicarbonate,B05CB04,5th level
162394,40128379,Alkabel,1,atropine,,A03BA01,5th level
162395,40128379,Alkabel,2,hyoscyamine,,A03BA03,5th level
162396,40128379,Alkabel,3,phenobarbital,,N03AA02,5th level
26860,35605681,Alkeran,1,melphalan,,L01AA03,5th level
31837,37003055,Alkindi,1,hydrocortisone,,A01AC03,5th level
51472,40011719,All Day C CR,1,ascorbic acid,,G01AD03,5th level
171174,40134814,Allanfol,3,vitamin b6,pyridoxine,A11HA02,5th level
171173,40134814,Allanfol,2,vitamin b12,cyanocobalamin,B03BA00,4th level
171172,40134814,Allanfol,1,folic acid,,B03BB01,5th level
38557,40002684,Allay,1,acetaminophen,paracetamol,N02BE01,5th level
38558,40002684,Allay,2,hydrocodone,,R05DA03,5th level
202715,40159505,AlleRx AM,2,pseudoephedrine,,R01BA02,5th level
202714,40159505,AlleRx AM,1,methscopolamine,methylscopolamine,S01FA03,5th level
202694,40159504,AlleRx PE AM,2,phenylephrine,,C01CA06,5th level
202693,40159504,AlleRx PE AM,1,methscopolamine,methylscopolamine,S01FA03,5th level
202483,40159066,AlleRx PM,1,chlorpheniramine,chlorphenamine,R06AB04,5th level
202484,40159066,AlleRx PM,2,methscopolamine,methylscopolamine,S01FA03,5th level
101494,40056893,Allegra,1,fexofenadine,,R06AX26,5th level
182513,40143991,Allegra-D,2,pseudoephedrine,,R01BA02,5th level
182512,40143991,Allegra-D,1,fexofenadine,,R06AX26,5th level
71107,40030037,Aller-Chlor,1,chlorpheniramine,chlorphenamine,R06AB04,5th level
1597,793192,Aller-Tec,1,cetirizine,,R06AE07,5th level
211640,40171714,Aller-Tec D,2,pseudoephedrine,,R01BA02,5th level
211639,40171714,Aller-Tec D,1,cetirizine,,R06AE07,5th level
260339,43013723,Allerclear,2,pseudoephedrine,,R01BA02,5th level
260338,43013723,Allerclear,1,loratadine,,R06AX13,5th level
45298,40007306,Allercon,1,pseudoephedrine,,R01BA02,5th level
45299,40007306,Allercon,2,triprolidine,,R06AX07,5th level
45319,40007316,Allerfrim,1,pseudoephedrine,,R01BA02,5th level
45320,40007316,Allerfrim,2,triprolidine,,R06AX07,5th level
185915,40146292,Allerfrin with Codeine,2,pseudoephedrine,,R01BA02,5th level
185914,40146292,Allerfrin with Codeine,1,codeine,,R05DA04,5th level
185916,40146292,Allerfrin with Codeine,3,triprolidine,,R06AX07,5th level
74656,40033626,Allergia-C,1,diphenhydramine,,D04AA32,5th level
71149,40030205,Allerhist-1,1,clemastine,,D04AA14,5th level
45340,40007352,Allerhist-D,1,clemastine,,D04AA14,5th level
45341,40007352,Allerhist-D,2,phenylpropanolamine,,R01BA01,5th level
185305,40146182,Allerlief,1,chlorpheniramine,chlorphenamine,R06AB04,5th level
75853,40033947,Allermax,1,diphenhydramine,,D04AA32,5th level
213970,40175602,Alleroff,1,cetirizine,,R06AE07,5th level
202504,40159067,Allerx DF AM,1,chlorpheniramine,chlorphenamine,R06AB04,5th level
202505,40159067,Allerx DF AM,2,methscopolamine,methylscopolamine,S01FA03,5th level
111176,40065717,Allerx-D,2,pseudoephedrine,,R01BA02,5th level
111175,40065717,Allerx-D,1,methscopolamine,methylscopolamine,S01FA03,5th level
88327,40045609,Allfen,1,guaifenesin,,R05CA03,5th level
173756,40137299,Allfen C,2,guaifenesin,,R05CA03,5th level
173755,40137299,Allfen C,1,carbetapentane,pentoxyverine,R05DB05,5th level
194861,40151888,Allfen CD,2,guaifenesin,,R05CA03,5th level
194860,40151888,Allfen CD,1,codeine,,R05DA04,5th level
194840,40151887,Allfen CDX,2,guaifenesin,,R05CA03,5th level
194839,40151887,Allfen CDX,1,codeine,,R05DA04,5th level
173735,40137298,Allfen CX,2,guaifenesin,,R05CA03,5th level
173734,40137298,Allfen CX,1,carbetapentane,pentoxyverine,R05DB05,5th level
176653,40139564,Allfen Jr,1,guaifenesin,,R05CA03,5th level
178585,40140757,Alli,1,orlistat,,A08AB01,5th level
34336,37498199,Alloxate,1,meloxicam,,M01AC06,5th level
182408,40143850,Allres G,2,guaifenesin,,R05CA03,5th level
182407,40143850,Allres G,1,carbetapentane,pentoxyverine,R05DB05,5th level
35134,37498738,Allzital,1,acetaminophen,paracetamol,N02BE01,5th level
35135,37498738,Allzital,2,butalbital,combinations of barbiturates,N05CB01,5th level
45761,40007742,Almacone,2,magnesium hydroxide,,A02AA04,5th level
45760,40007742,Almacone,1,aluminum hydroxide,,A02AB01,5th level
45762,40007742,Almacone,3,simethicone,simeticone,A03AX1,5th level
37822,40000863,Almazine,1,lorazepam,,N05BA06,5th level
48070,40009470,Almodan,1,amoxicillin,,J01CA04,5th level
110881,40065598,Almora,1,magnesium gluconate,,A12CC03,5th level
191269,40148839,Alodox,1,doxycycline,,A01AB22,5th level
46831,40008251,Aloh-Gel,1,aluminum hydroxide,,A02AB01,5th level
124363,40077837,Alophen,1,phenolphthalein,,A06AB04,5th level
26503,35605541,Aloprim,1,allopurinol,,M04AA01,5th level
52480,40012580,Alor,1,aspirin,acetylsalicylic acid,B01AC06,5th level
52481,40012580,Alor,2,hydrocodone,,R05DA03,5th level
43870,40005912,Aloral,1,allopurinol,,M04AA01,5th level
24697,35604689,Aloxi,1,palonosetron,,A04AA05,5th level
162310,40128203,Alpain,1,acetaminophen,paracetamol,N02BE01,5th level
162311,40128203,Alpain,2,phenyltoloxamine,,R06XX00,2nd level
253975,42800432,Alpha-caine,1,benzocaine,,C05AD03,5th level
282724,46276126,Alphanate,1,factor viii,coagulation factor viii　,B02BD02,5th level
282725,46276126,Alphanate,2,von willebrand factor,,B02BD10,5th level
284089,46287517,Alphanine SD,1,factor ix,coagulation　factor ix,B02BD04,5th level
141478,40092971,Alphaparin,1,certoparin,,B01AB13,5th level
126757,40078732,Alphavase,1,prazosin,,C02CA01,5th level
218214,40221447,Alphen,3,phenylpropanolamine,,R01BA01,5th level
218213,40221447,Alphen,2,guaifenesin,,R05CA03,5th level
218212,40221447,Alphen,1,codeine,,R05DA04,5th level
159727,40124964,Alprazolam Intensol,1,alprazolam,,N05BA12,5th level
284152,46287531,Alprolix,1,coagulation factor ix recombinant immunoglobulin g1 fusion protein,coagulation　factor ix,B02BD04,5th level
91036,40048784,Alrheumat,1,ketoprofen,,M01AE03,5th level
282493,46276058,Alsuma,1,sumatriptan,,N02CC01,5th level
131041,40083796,Altace,1,ramipril,,C09AA05,5th level
44080,40006163,Altacite,1,hydrotalcite,,A02AD04,5th level
187804,40147246,Altafed,1,pseudoephedrine,,R01BA02,5th level
187805,40147246,Altafed,2,triprolidine,,R06AX07,5th level
74908,40033653,Altaryl,1,diphenhydramine,,D04AA32,5th level
42211,40005685,Altenol,1,acetaminophen,paracetamol,N02BE01,5th level
46852,40008252,Alternagel,1,aluminum hydroxide,,A02AB01,5th level
151873,40107660,Alti Cefuroxime,1,cefuroxime,,J01DC02,5th level
37885,40000952,Altocor,1,lovastatin,,C10AA02,5th level
155485,40116626,Altoprev,1,lovastatin,,C10AA02,5th level
86605,40044409,Altorant,1,guaifenesin,,R05CA03,5th level
46747,40008246,Alu-Cap,1,aluminum hydroxide,,A02AB01,5th level
46915,40008256,Alu-Tab,1,aluminum hydroxide,,A02AB01,5th level
43891,40005913,Aluline,1,allopurinol,,M04AA01,5th level
15814,1594195,Alunbrig,1,brigatinib,,L01XE43,5th level
116530,40070514,Alupent,1,metaproterenol,metaproterenol sulfate,R03AB03,5th level
77701,40035925,Alupram,1,diazepam,,N05BA01,5th level
82195,40040338,Aluzine,1,furosemide,,C03CA01,5th level
249188,42705766,Alverin Plus,2,ivermectin,,D11AX22,5th level
9619,1366397,Alyq,1,tadalafil,,G04BE08,5th level
159475,40124534,Am-Thav,1,ethaverine,,C08XX00,2nd level
36058,37499293,AmBisome,1,amphotericin b,,A01AB04,5th level
103825,40059666,Amaryl,1,glimepiride,,A10BB12,5th level
188372,40147484,Ambenyl,2,codeine,,R05DA04,5th level
188371,40147484,Ambenyl,1,bromodiphenhydramine,bromazine,R06AA01,5th level
154141,40113576,Ambi,1,guaifenesin,,R05CA03,5th level
148450,40101582,Ambien,1,zolpidem,,N05CF02,5th level
194757,40151880,Ambifed CD,3,pseudoephedrine,,R01BA02,5th level
194756,40151880,Ambifed CD,2,guaifenesin,,R05CA03,5th level
194755,40151880,Ambifed CD,1,codeine,,R05DA04,5th level
194778,40151882,Ambifed-G CD,3,pseudoephedrine,,R01BA02,5th level
194777,40151882,Ambifed-G CD,2,guaifenesin,,R05CA03,5th level
194776,40151882,Ambifed-G CD,1,codeine,,R05DA04,5th level
132553,40085182,Amcort,1,triamcinolone,,A01AC01,5th level
111049,40065627,Amen,1,medroxyprogesterone,,G03AC06,5th level
102418,40057886,Amerge,1,naratriptan,,N02CC02,5th level
40153,40004015,Americet,1,acetaminophen,paracetamol,N02BE01,5th level
40154,40004015,Americet,2,butalbital,combinations of barbiturates,N05CB01,5th level
40155,40004015,Americet,3,caffeine,,N06BC01,5th level
140575,40091958,Amevive,1,alefacept,,L04AA15,5th level
47104,40008553,Amficot,1,ampicillin,,J01CA01,5th level
78814,40037059,Ami-rax,1,ephedrine,,C01CA26,5th level
78815,40037059,Ami-rax,2,hydroxyzine,,N05BB01,5th level
78816,40037059,Ami-rax,3,theophylline,,R03DA04,5th level
38284,40001911,Amicar,1,6-aminocaproic acid,,B02AA01,5th level
279511,46234133,Amidate,1,etomidate,,N01AX07,5th level
45592,40007700,Amidox,1,amiodarone,,C01BD01,5th level
40659,40004053,Amidrine,3,isometheptene,,A03AX10,5th level
40657,40004053,Amidrine,1,acetaminophen,paracetamol,N02BE01,5th level
40658,40004053,Amidrine,2,dichloralphenazone,,N05CC04,5th level
147085,40099994,Amigesic,1,salsalate,,N02BA06,5th level
47083,40008552,Amikin,1,amikacin,,D06AX12,5th level
56806,40017106,Amilac,1,calcium carbonate,,A02AC01,5th level
45361,40007365,Amilamont,1,amiloride,,C03DB01,5th level
276865,45892306,Amimax,1,amikacin,,D06AX12,5th level
194902,40151969,Aminess 5.2,1,histidine,,A16AA00,4th level
194903,40151969,Aminess 5.2,2,isoleucine,,B05XX00,3rd level
141289,40092632,Amino-Opti-E,1,vitamin e,tocopherol,A11HA06,5th level
161323,40127161,Aminomine,1,tryptophan,,N06AX02,5th level
